URL,adress,describe,detail_1,detail_2,ft,img_urls,latitude,longitude,price,stat_text,tel,title,title_minor,txt_diposit,vender_name,vender_type
https://www.idealista.com/inmueble/84317095/?xtmc=2_1_lloret&xtcr=0," Avenida Just Marles , Distrito Casc Antic , Lloret de Mar , La Selva, Girona "," ""PISO EN ALQUILER REFORMADO A ESTRENAR!,Apartamento totalmente reformado, todo a estrenar, con exteriores de aluminio con cristal doble, suelo laminado color roble, y salon cocina equipada con vitroceramica, nevera y lavadoray varios muebles con puertas y cajones.,2 habitaciones con armarios empotrados de puertas correderas, una de ellas doble de matrimonio con salida a la terraza.,Baño con plato de ducha y mampara de cristal.,Todo nuevo reformado con buenos y modernos materiales, comunidad de vecinos al lado de la estacion de autobuses, a 2 minutos anadando de la playa y a tocar de todas las conexiones hacia Blanes, Vidreres y Tossa.,Terraza comoda y amplia con vistas laterales al mar.,Solicite más información en LLORETDEMAR. COM y BLANES. COM PUNT IMMOBILIARI. ,El equipo comercial más amplio de la Costa Brava Sur.,Compra y venda con transparencia y seguridad.,Requisitos laborales y condiciones de alquiler:,*2 mensualidades de fianza,*1 mensualidad +iva gestion inmobiliaria,*Mensualidad en curso,* ITP,* Aportar contrato de trabajo de más de 1 año,*Contrato y 2 últimas nóminas,* Declaración de la Renta 2017,Es necesario pasar el filtro de la Compañia Aseguradora (cuya prima paga el propietario) consistente en que la mensualidad de alquier con respecto a los ingresos fijos mensuales no puede superar el 40% de endeudamiento. En caso de superarlo será necesario tener un fiador aportando la misma documentación antes indicada.,En cumplimiento de la ley 3/2917 del 13 de febrero de 2018 del CODIGO CIVIL DE CATALUNYA, por el que se aprueba el Reglamento de Información al Consumidor en la compraventa y arrendamiento de viviendas en CATALUÑA, se informa al cliente que los gastos notariales, registrales e impuestos que le sean de aplicación ( ITP ó IVA + AJD ) y otros gastos inherentes a la compraventa no están incluidos en el precio. ""."" ","55 m² construidos, 40 m² útiles,2 habitaciones,1 baño,Terraza,Segunda mano/buen estado,Armarios empotrados,Orientación oeste,Construido en 1966,Cocina equipada y casa sin amueblar,Vivienda apta para su uso por personas con movilidad reducida"," Planta 5ª exterior , Con ascensor ","55 m²,2 hab.,5ª planta exterior con ascensor",,41.6996498,2.841574,650,Anuncio actualizado el 25 de febrero,972939579,Alquiler de Piso en avenida Just Marles,"Casc Antic, Lloret de Mar",Fianza de 2 meses,Lloretdemar.com punt immobiliari,Profesional
https://www.idealista.com/inmueble/84438388/?xtmc=2_1_lloret&xtcr=0," Calle Petúnies , Urb. Serra Brava , Distrito Serra Brava , Lloret de Mar , La Selva, Girona "," ""Extraordinaria y moderna propiedad con vistas privilegiadas al mar, Lloret, Blanes y Barcelona.,Orientación privilegiada (sur), sol todo el día. ,La casa de reciente construcción, con buen proyecto arquitectónico que distribuye y adapta el programa y las estancias al terreno en pendiente, consiguiendo una casa abierta al exterior con diferentes terrazas y ambientes.,Es una propiedad de 270 m2 situada en una parcela de 750m2, con terrazas, jardín, piscina, comedor exterior.,En la Planta Baja está situado el garaje. ,En la Planta Primera encontramos un gran salón-comedor con cocina americana, un dormitorio doble y un baño con ducha de obra. Desde el comedor podemos acceder a una gran terraza con maravillosas y privilegiadas vistas del mar mediterráneo.,En la Planta Segunda encontramos dos habitaciones dobles y un baño completo con cabina de ducha de obra. ,Todas las habitaciones tienen acceso directo a un gran terraza común y vistas al mar, desde la cual se puede acceder a la piscina.,Desde el comedor también podemos acceder directamente al jardín principal con piscina.,Vivienda de nueva construcción, de tan sólo 5 años de antigüedad, con acabados de alta calidad: gres cerámico en toda la casa, encimera en cocina de granito, carpintería de aluminio con doble acristalamiento, climatización frio-calor mediante conductos, placa solar para ACS, alarma e iluminación led.,En la localidad turística de Lloret de Mar, está ubicada esta magnífica casa, en la urbanización de Serra Brava, que cuenta con un restaurante, un supermercado, piscina, campo de fútbol y de tenis. Se encuentra a 5 minutos de la playa de Cala Canyelles, con un bonito puerto, restaurante y zona de juegos."" "," Casa o chalet independiente,3 plantas,270 m² construidos,3 habitaciones,2 baños,Parcela de 750 m²,Terraza,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Trastero,Orientación sur,Amueblado y cocina equipada,Calefacción individual,Certificación energética: en trámite"," Aire acondicionado , Piscina , Jardín ","270 m²,3 hab.,Garaje incluido",,41.7174564,2.8721562,3000,Anuncio actualizado el 26 de febrero,935430153,Alquiler de Casa o chalet independiente en calle Petúnies,"Serra Brava, Lloret de Mar",,Barcelona Realty Group .,Profesional
https://www.idealista.com/inmueble/84350429/?xtmc=2_1_lloret&xtcr=0," CR./ SANTA EULALIA , Distrito Fenals , Lloret de Mar , La Selva, Girona "," ""Casa ubicada en el casco antiguo, al lado de la iglesia y a 2 dos minutos caminando a la playa.,Dispone de tres plantas, en la primera esta el salon independiente, cocina reformada con horno y un aseo. En la segunda, hay tres habitacion dobles, un de ellas con armarios empotrados, las tres son exteriores con grandes ventanales, suelo nuevo imitación parquet y un cuarto de baño completo con bañera.,En la tercera hay un espacio abierto con salida a la terraza, vistas a mar.,Se alquila sin muebles ni electrodomesticos."" "," Casa o chalet independiente,3 plantas,107 m² construidos, 100 m² útiles,3 habitaciones,2 baños,Terraza,Segunda mano/buen estado,Armarios empotrados,Orientación sur,Cocina equipada y casa sin amueblar,No dispone de calefacción",,"107 m²,3 hab.",,41.6985401,2.8436866,650,Anuncio actualizado el 26 de febrero,972935249,Alquiler de Casa o chalet independiente en CR./ SANTA EULALIA,"Fenals, Lloret de Mar",Fianza de 2 meses,Finques Proa,Profesional
https://www.idealista.com/inmueble/84414191/?xtmc=2_1_lloret&xtcr=0," RIU DE LA PLATA, 28 , Distrito Fenals , Lloret de Mar , La Selva, Girona "," """"DOS MESES DE ALQUILER GRATIS,""SIN GASTOS DE AGENCIA NI DE FORMALIZACIÓN DE CONTRATO,Si lo que buscas es un piso, todo exterior, listo para entrar a vivir y todo totalmente reformado.,gastos de comunidad e impuestos incluidos en el alquiler,recién pintado,teléfono de asistencia al inquilino 24 h.,Listo para entrar a vivir ya,Se aceptan mascotas.,Descripción,Piso en alquiler en Lloret de mar, Gerona. Dispone de una superficie de 60 m² distribuidos en 1 habitación con armario empotrado, salón-comedor, cocina, 1 baño y terraza. Edificio con ascensor situado en una zona turística, alrededor de comercios, servicios, restaurantes y paradas de autobús. Fácil acceso a la GI-682. Se alquila sin amueblar.,GASTOS DE FORMALIZACIÓN:,Mes en curso.,Fianza 2 meses de alquiler.,ITP.,Contratación de seguro del hogar-responsabilidad civil.,Los gastos de conexión de los suministros son a cargo de los arrendadores. (Se entregan los boletines a la formalización del contrato).,LLÁMANOS, CONCERTAREMOS VISITA Y TE MOSTRAREMOS LAS CONDICIONES DE CONTRATACIÓN"".,TELF COMERCIAL: 660 108 477. ""."" ","61 m² construidos,1 habitación,1 baño,Terraza,Segunda mano/buen estado,Cocina equipada y casa sin amueblar,Se admiten mascotas,Calefacción individual: Gas natural"," Planta 3ª exterior , Con ascensor ","61 m²,1 hab.,3ª planta exterior con ascensor",,41.6974827,2.833461,375,Anuncio actualizado el 24 de febrero,935437190,"Alquiler de Piso en RIU DE LA PLATA, 28","Fenals, Lloret de Mar",Fianza de 2 meses,universalis valles .,Profesional
https://www.idealista.com/inmueble/39801780/?xtmc=2_1_lloret&xtcr=0," Calle Domènech Carles , Urb. SOL FENALS , Distrito Fenals , Lloret de Mar , La Selva, Girona "," ""Piso de 2 dormitorios a un paso de la playa de Fenals.,El piso consta de un ámplio salón comedor con salida a gran terraza vistas a mar y a la zona de piscina y jardín. ,Gran cocina equipada con electrodomésticos y lavadero.,Dos dormitorios dobles con salida a terrazas, el primero con cama de matrimonio y el segundo con dos camas individuales. ,Baño completo con bañera. ,La zona comunitaria se compone de bonito jardín y gran piscina. ,Plaza de aparcamiento situado en los sótanos del mismo edificio incluida en el precio.,Situación excepcional.,Para concertar visitas acuda por nuestra oficina.,*Impuestos y gastos no incluidos en el precio."" ","89 m² construidos, 80 m² útiles,2 habitaciones,2 baños,Terraza,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Orientación sur,Amueblado y cocina equipada,Calefacción individual: Gas natural,Acceso adaptado a personas con movilidad reducida,Vivienda apta para su uso por personas con movilidad reducida"," Planta 1ª exterior , Con ascensor , Piscina , Jardín ","89 m²,2 hab.,1ª planta exterior con ascensor,Garaje incluido",,41.6962386,2.8346312,850,Anuncio actualizado el 17 de enero,972935249,Alquiler de Piso en calle Domènech Carles,"Fenals, Lloret de Mar",Fianza de 2 meses,Finques Proa,Profesional
https://www.idealista.com/inmueble/28959800/?xtmc=2_1_lloret&xtcr=0," Calle Narcís Macià i Domènech, 30 , Distrito Fenals , Lloret de Mar , La Selva, Girona "," ""ALQUILER JULIO AGOSTO SEPTIEMBRE,JULIO 1950€,AGOSTO 2150€,SEPTIEMBRE 1300€,completamente equipado de todo y muy Equipado de Menaje e utensilios cocina nevera lavadora microondas etc. para 4 personas,Aire acond. terraza-Piscina, situado en la mejor zona de fanals 1 dorm doble gran salon 25 mts muy espacioso y muy nuevo a 200 mts playa y junto a todos los servicios colegios-super-ambulatorio."" ","48 m² construidos, 45 m² útiles,1 habitación,1 baño,Terraza,Segunda mano/buen estado,Armarios empotrados,Orientación oeste,Amueblado y cocina equipada,Se admiten mascotas,Calefacción individual: Eléctrica,Certificación energética: en trámite"," Planta 3ª exterior , Con ascensor , Aire acondicionado , Piscina , Jardín ","48 m²,1 hab.,3ª planta exterior con ascensor",,41.6975635,2.8295,1300,Anuncio actualizado el 21 de enero,650161540,"Alquiler de Piso en calle Narcís Macià i Domènech, 30","Fenals, Lloret de Mar",,julio,Particular
https://www.idealista.com/inmueble/1791959/?xtmc=2_1_lloret&xtcr=0," Calle Rio de la Plata, 15 , Urb. FENALS , Distrito Fenals , Lloret de Mar , La Selva, Girona "," ""Alquilo a partir de septiembre 2019 hasta 30 junio 2020(prorrogable mismos meses), al lado de todos los servicios (restaurantes, tiendas, taxi, farmacias) y a 150 metros de la playa, con parking comunitario y terraza. (precio incluida comunidad, basuras).,wifi(incluido)."" ","60 m² construidos, 55 m² útiles,2 habitaciones,1 baño,Terraza,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Orientación sur,Amueblado y cocina equipada,Certificación energética: no indicado"," Planta 1ª exterior , Con ascensor ","60 m²,2 hab.,1ª planta exterior con ascensor,Garaje incluido",,41.696827,2.8334206,700,Anuncio actualizado el 18 de febrero,680533759,"Alquiler de Piso en calle Rio de la Plata, 15","Fenals, Lloret de Mar",Fianza de 2 meses,c00354533,Particular
https://www.idealista.com/inmueble/83918042/?xtmc=2_1_lloret&xtcr=30," , Distrito Can Sabata - Mas Baell , Lloret de Mar , La Selva, Girona "," ""Piso en zona inmejorable cerca de los colegios y pabellón deportivo. Tiene dos habitaciones dobles, baño completo, cocina independiente toda equipada, lavaderos y salón comedor con salida a terraza. Ven a verlo!"" ","65 m² construidos, 60 m² útiles,2 habitaciones,1 baño,Terraza,Segunda mano/buen estado,Armarios empotrados,Trastero,Amueblado y cocina equipada"," Planta 1ª exterior , Sin ascensor ","65 m²,2 hab.,1ª planta exterior sin ascensor",,41.703101,2.8399756,660,Anuncio actualizado el 3 de febrero,972933912,Alquiler de Piso en Can Sabata - Mas Baell,Lloret de Mar,,Orlando Lazaro serveis immobiliaris,Profesional
https://www.idealista.com/inmueble/82922749/?xtmc=2_1_lloret&xtcr=30," CR SERAFI , Distrito Comtat de Jaruco - Puigventós , Lloret de Mar , La Selva, Girona "," ""Chalet en una de las mejores zonas residenciales de Lloret. Está dividida en tres plantas, el sótano que tiene espacio para dos coches. Primera planta con el salon, cocina independiente, un aseo + una oficina.,La segunda planta cuenta con dos habitaciones dobles, una individual y un wc con plato de ducha + una suite con vestidor y un gran cuarto de baño con bañera de hidromasaje + ducha., Gran porche con piscina de obra, mucha zona de jardín, vistas despejadas y mucho sol."" "," Casa o chalet independiente,292 m² construidos, 138 m² útiles,4 habitaciones,3 baños,Terraza,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Trastero,Orientación sur,Amueblado y cocina equipada,Calefacción central: Gasoil",,"292 m²,4 hab.,Garaje incluido",,41.7078226,2.8218132,1800,Anuncio actualizado el 16 de enero,972935249,Alquiler de Casa o chalet independiente en CR SERAFI,"Comtat de Jaruco - Puigventós, Lloret de Mar",Fianza de 2 meses,Finques Proa,Profesional
https://www.idealista.com/inmueble/84210179/?xtmc=2_1_lloret&xtcr=30," Avenida Doctor Fleming , Distrito Barri Dels Pescadors , Lloret de Mar , La Selva, Girona "," ""Oi Realtor presenta en exclusiva bonito apartamento en alquiler con opción a compra en Barri dels  Pescadors en una de las zonas más tranquilas y cercanas tanto al centro de la ciudad, como a la playa principal de Lloret de Mar con zonas infantiles y típicos restaurantes costeros. Dispone de dos dormitorios de buen tamaño, baño totalmente equipado, cocina americana, salón comedor, terraza cubierta con vistas al mar.,El apartamento al detalle,Maravillosa oportunidad, apartamento de 70 metros cuadrados construidos compuesto por dos dormitorios, uno de ellos doble y otro simple, baño totalmente equipado, cocina totalmente equipada con los electrodomésticos necesarios, salón comedor muy amplio y soleado con salida directa al balcón acristalado con vistas al mar. Toda una oportunidad de hacerse con una vivienda situada a solo cinco minutos a pie de la playa principal de Lloret de Mar y servicios necesarios para el día a día. El apartamento está en venta por 125.000€ o en alquiler con opción a compra.,En el corazón de la Costa Brava,Lloret de Mar  es el  municipio español de la comarca de la Selva, situado  en la provincia de Gerona(Costa Brava) Está dotado de unas playas excelentes de arena granulada. El puerto náutico de Cañellas es el único puerto deportivo de Lloret de Mar, situado en la playa de Canyellas, y donde se pueden amarrar embarcaciones de tamaño medio. Los aeropuertos internacionales  más cercanos son el de Gerona - Costa brava a 30 Km. y el de Barcelona a 75 Km. El aeropuerto de Gerona, comunica Lloret de Mar con un buen número de ciudades europeas y también tiene un importante tráfico de vuelos chárter. El aeropuerto de Barcelona está conectado con vuelos regulares con las principales ciudades del mundo.,En Lloret de Mar encontramos dos campos de golf y uno de los más famosos parques acuáticos de la zona. El camino de ronda Lloret de Mar - Fenals constituye una de los más bellos paseos que se pueden hacer por la Costa Brava."" ","60 m² construidos, 56 m² útiles,2 habitaciones,1 baño,Segunda mano/buen estado,Orientación sur,Construido en 1981"," exterior , Con ascensor , Aire acondicionado ","60 m²,2 hab.,con ascensor",,41.7028778,2.8560502,600,Anuncio actualizado el 8 de febrero,931342518,Alquiler de Piso en avenida Doctor Fleming,"Barri Dels Pescadors, Lloret de Mar",,Oi Realtor Lloret,Profesional
https://www.idealista.com/inmueble/84414009/?xtmc=2_1_lloret&xtcr=30," mas baell, 1 , Distrito Can Sabata - Mas Baell , Lloret de Mar , La Selva, Girona "," """"UN MES DE ALQUILER GRATIS,""SIN GASTOS DE AGENCIA NI DE FORMALIZACIÓN DE CONTRATO,Si lo que buscas es un piso, todo exterior, listo para entrar a vivir y todo totalmente reformado.,gastos de comunidad e impuestos incluidos en el alquiler,recién pintado,teléfono de asistencia al inquilino 24 h.,Listo para entrar a vivir ya,Se aceptan mascotas.,Descripción,Piso en alquiler en Lloret de mar, Gerona. Dispone de una superficie de 83 m² distribuidos en 3 habitaciones, salón-comedor, cocina con lavadero, 1 baño y el balcón. Vivienda situada muy cerca de un colegio y en sus inmediaciones hay comercios y servicios así como paradas de autobús. Fácil acceso a la GI-682. Se alquila sin amueblar.,GASTOS DE FORMALIZACIÓN:,Mes en curso.,Fianza 2 meses de alquiler.,ITP.,Contratación de seguro del hogar-responsabilidad civil.,Los gastos de conexión de los suministros son a cargo de los arrendadores. (Se entregan los boletines a la formalización del contrato).,LLÁMANOS, CONCERTAREMOS VISITA Y TE MOSTRAREMOS LAS CONDICIONES DE CONTRATACIÓN"".,TELF COMERCIAL: 660 108 477."" ","83 m² construidos,3 habitaciones,1 baño,Balcón,Segunda mano/buen estado,Cocina equipada y casa sin amueblar,Se admiten mascotas,Calefacción individual: Gas natural"," Planta 2ª exterior , Sin ascensor ","83 m²,3 hab.,2ª planta exterior sin ascensor",,41.7060418,2.8461277,490,Anuncio actualizado el 24 de febrero,935437190,"Alquiler de Piso en mas baell, 1","Can Sabata - Mas Baell, Lloret de Mar",Fianza de 2 meses,universalis valles .,Profesional
https://www.idealista.com/inmueble/82939181/?xtmc=2_1_lloret&xtcr=30," Calle de Mas Baell , Distrito Can Sabata - Mas Baell , Lloret de Mar , La Selva, Girona "," ""Piso en alquiler en Lloret de mar, Gerona. Dispone de una superficie de 83 mÂ² distribuidos en 3 habitaciones, salÃ³n-comedor, cocina con lavadero, 1 baÃ±o y el balcÃ³n. Vivienda situada muy cerca de un colegio y en sus inmediaciones hay comercios y servicios asÃ como paradas de autobÃºs. FÃ¡cil acceso a la GI-682. Se alquila sin amueblar. Ver mÃ¡s ofertas especiales en alquilovers. com."" ","83 m² construidos, 65 m² útiles,3 habitaciones,1 baño,Segunda mano/buen estado"," Planta 2ª exterior , Sin ascensor ","83 m²,3 hab.,2ª planta exterior sin ascensor",,41.7045418,2.8480277,420,Anuncio actualizado el 25 de febrero,972935628,Alquiler de Piso en calle de Mas Baell,"Can Sabata - Mas Baell, Lloret de Mar",,CAT HABITAT,Profesional
